q_id,exam_id,match_type
1307,1010,year_based
1308,1010,year_based
1309,1010,year_based
1310,1135,year_based
1311,1135,year_based
1312,1135,year_based
1313,1138,year_based
1314,1138,year_based
1315,1140,year_based
1316,1140,year_based
1317,1140,year_based
1318,1140,year_based
1319,1014,year_based
1319,1014,year_based
1320,1014,year_based
1321,1014,year_based
1322,1016,year_based
1323,1016,year_based
1324,1151,year_based
1325,1151,year_based
1326,1151,year_based
1327,1018,year_based
1328,1018,year_based
1329,1018,year_based
1330,1018,year_based
1331,1020,year_based
1332,1020,year_based
1333,1020,year_based
1334,1159,year_based
1335,1159,year_based
1336,1159,year_based
1337,1159,year_based
1338,1022,year_based
1339,1022,year_based
1340,1022,year_based
1341,1022,year_based
1342,1022,year_based
1343,1024,year_based
1344,1024,year_based
1345,1024,year_based
1346,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1349,1024,year_based
1350,1173,year_based
1351,1173,year_based
1352,1173,year_based
1353,1173,year_based
1354,1173,year_based
1354,1552,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1357,1030,year_based
1358,1030,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1362,1032,year_based
1363,1032,year_based
1364,1032,year_based
1365,1188,year_based
1366,1188,year_based
1367,1038,year_based
1368,1040,year_based
1369,1192,year_based
1369,1192,year_based
1369,1192,year_based
1369,1192,year_based
1370,1192,year_based
1370,1192,year_based
1370,1192,year_based
1370,1192,year_based
1371,1192,year_based
1371,1192,year_based
1371,1192,year_based
1371,1192,year_based
1372,1192,year_based
1373,1192,year_based
1374,1192,year_based
1375,1192,year_based
1376,1042,year_based
1377,1042,year_based
1378,1042,year_based
1379,1042,year_based
1380,1042,year_based
1381,1042,year_based
1382,1204,year_based
1383,1204,year_based
1384,1204,year_based
1385,1204,year_based
1386,1204,year_based
1386,1569,year_based
1387,1204,year_based
1388,1204,year_based
1389,1204,year_based
1390,1050,year_based
1391,1050,year_based
1392,1052,year_based
1393,1052,year_based
1394,1052,year_based
1395,1052,year_based
1396,1212,year_based
1397,1056,year_based
1398,1056,year_based
1399,1058,year_based
1400,1058,year_based
1401,1058,year_based
1402,1058,year_based
1403,1058,year_based
1404,1058,year_based
1405,1058,year_based
1406,1058,year_based
1407,1058,year_based
1407,1058,year_based
1407,1058,year_based
1407,1058,year_based
1408,1058,year_based
1408,1058,year_based
1408,1058,year_based
1408,1058,year_based
1409,1058,year_based
1410,1058,year_based
1411,1058,year_based
1412,1058,year_based
1413,1064,year_based
1414,1229,year_based
1415,1229,year_based
1415,1514,year_based
1416,0,year_based
1417,0,year_based
1418,0,year_based
1419,0,year_based
1420,0,year_based
1421,0,year_based
1422,0,year_based
1423,1235,year_based
1423,1235,year_based
1424,1235,year_based
1425,1235,year_based
1426,1235,year_based
1426,1341,year_based
1426,1341,year_based
1426,1341,year_based
1426,1341,year_based
1427,1238,year_based
1428,1239,year_based
1429,1239,year_based
1430,1239,year_based
1431,1239,year_based
1432,1239,year_based
1433,1239,year_based
1434,1239,year_based
1435,1239,year_based
1436,1239,year_based
1437,1239,year_based
1438,1239,year_based
1438,1239,year_based
1439,1239,year_based
1439,1239,year_based
1440,1239,year_based
1441,1239,year_based
1442,1239,year_based
1442,1239,year_based
1443,1239,year_based
1443,1239,year_based
1444,1239,year_based
1445,1239,year_based
1446,1239,year_based
1447,1239,year_based
1448,1239,year_based
1449,1239,year_based
1450,1239,year_based
1451,1239,year_based
1452,1239,year_based
1453,1239,year_based
1454,1239,year_based
1455,1239,year_based
1456,1239,year_based
1457,1239,year_based
1458,1239,year_based
1459,1239,year_based
1460,1247,year_based
1461,1247,year_based
1462,1247,year_based
1463,1247,year_based
1464,1247,year_based
1465,1247,year_based
1466,1247,year_based
1467,1247,year_based
1468,1247,year_based
1469,1247,year_based
1470,1247,year_based
1471,1247,year_based
1472,1247,year_based
1473,1247,year_based
1474,1247,year_based
1475,1247,year_based
1476,1251,year_based
1477,1251,year_based
1478,1251,year_based
1479,1251,year_based
1480,1251,year_based
1481,1251,year_based
1482,1251,year_based
1484,1253,year_based
1485,1253,year_based
1485,1253,year_based
1486,1253,year_based
1487,1253,year_based
1488,1253,year_based
1489,1253,year_based
1489,1253,year_based
1490,1253,year_based
1491,1253,year_based
1492,1253,year_based
1493,1253,year_based
1494,1253,year_based
1495,1253,year_based
1496,1253,year_based
1497,1253,year_based
1498,1253,year_based
1499,1253,year_based
1500,1253,year_based
1501,1253,year_based
1502,1253,year_based
1503,1253,year_based
1504,1253,year_based
1505,1253,year_based
1506,1253,year_based
1507,1259,year_based
1508,1259,year_based
1509,1259,year_based
1510,1259,year_based
1511,1259,year_based
1512,1259,year_based
1513,1259,year_based
1514,1259,year_based
1515,1261,year_based
1516,1261,year_based
1517,1261,year_based
1518,1261,year_based
1519,1261,year_based
1520,1261,year_based
1521,1261,year_based
1522,1261,year_based
1523,1263,year_based
1524,1263,year_based
1525,1263,year_based
1526,1263,year_based
1527,1263,year_based
1528,1263,year_based
1529,1263,year_based
1530,1263,year_based
1531,1263,year_based
1532,1263,year_based
1533,1263,year_based
1534,1263,year_based
1535,1263,year_based
1536,1263,year_based
1537,1263,year_based
1538,1267,year_based
1539,1267,year_based
1540,1267,year_based
1541,1267,year_based
1542,1267,year_based
1543,1267,year_based
1544,1267,year_based
1545,1267,year_based
1546,1267,year_based
1547,1267,year_based
1548,1267,year_based
1549,1267,year_based
1550,1267,year_based
1551,1267,year_based
1552,1267,year_based
1553,1267,year_based
1554,1271,year_based
1555,1271,year_based
1556,1271,year_based
1557,1271,year_based
1558,1271,year_based
1559,1271,year_based
1560,1271,year_based
1561,1271,year_based
1562,1271,year_based
1563,1271,year_based
1564,1271,year_based
1565,1271,year_based
1566,1271,year_based
1567,1271,year_based
1568,1271,year_based
1569,1271,year_based
1570,1275,year_based
1571,1275,year_based
1572,1275,year_based
1573,1275,year_based
1574,1275,year_based
1575,1275,year_based
1576,1275,year_based
1577,1275,year_based
1578,1275,year_based
1579,1275,year_based
1580,1275,year_based
1581,1275,year_based
1582,1275,year_based
1583,1275,year_based
1584,1275,year_based
1585,1275,year_based
1586,1279,year_based
1587,1279,year_based
1588,1279,year_based
1589,1279,year_based
1589,1283,year_based
1590,1279,year_based
1591,1279,year_based
1592,1279,year_based
1593,1279,year_based
1594,1281,year_based
1595,1281,year_based
1596,1281,year_based
1597,1281,year_based
1598,1281,year_based
1599,1281,year_based
1600,1281,year_based
1601,1281,year_based
1602,1283,year_based
1603,1283,year_based
1604,1283,year_based
1605,1283,year_based
1606,1283,year_based
1607,1283,year_based
1608,1283,year_based
1609,1285,year_based
1610,1285,year_based
1611,1285,year_based
1612,1285,year_based
1613,1285,year_based
1614,1285,year_based
1615,1285,year_based
1616,1285,year_based
1617,1288,year_based
1618,1288,year_based
1619,1288,year_based
1620,1288,year_based
1621,1288,year_based
1622,1288,year_based
1623,1288,year_based
1624,1288,year_based
1625,1288,year_based
1626,1288,year_based
1627,1288,year_based
1628,1288,year_based
1629,1288,year_based
1630,1288,year_based
1631,1288,year_based
1632,1288,year_based
1633,1292,year_based
1634,1292,year_based
1635,1292,year_based
1636,1292,year_based
1637,1292,year_based
1638,1292,year_based
1639,1292,year_based
1640,1292,year_based
1641,1294,year_based
1642,1294,year_based
1643,1294,year_based
1644,1294,year_based
1645,1294,year_based
1646,1294,year_based
1647,1294,year_based
1648,1294,year_based
1649,1296,year_based
1650,1296,year_based
1651,1296,year_based
1651,1296,year_based
1652,1296,year_based
1652,1296,year_based
1653,1296,year_based
1654,1296,year_based
1655,1296,year_based
1655,1296,year_based
1656,1296,year_based
1656,1296,year_based
1657,1296,year_based
1658,1296,year_based
1659,1296,year_based
1660,1296,year_based
1661,1296,year_based
1662,1296,year_based
1663,1296,year_based
1664,1296,year_based
1665,1300,year_based
1666,1300,year_based
1667,1300,year_based
1668,1300,year_based
1669,1300,year_based
1670,1300,year_based
1671,1300,year_based
1672,1300,year_based
1673,1300,year_based
1674,1300,year_based
1675,1300,year_based
1676,1300,year_based
1677,1300,year_based
1678,1300,year_based
1679,1300,year_based
1680,1300,year_based
1681,1304,year_based
1682,1304,year_based
1683,1304,year_based
1684,1304,year_based
1685,1304,year_based
1686,1304,year_based
1687,1304,year_based
1688,1304,year_based
1689,1304,year_based
1690,1304,year_based
1691,1304,year_based
1692,1304,year_based
1693,1304,year_based
1694,1304,year_based
1695,1304,year_based
1696,1304,year_based
1697,1309,year_based
1698,1309,year_based
1699,1309,year_based
1700,1309,year_based
1701,1309,year_based
1702,1309,year_based
1703,1309,year_based
1704,1309,year_based
1705,1309,year_based
1706,1309,year_based
1707,1309,year_based
1708,1309,year_based
1709,1309,year_based
1710,1309,year_based
1711,1309,year_based
1712,1309,year_based
1713,1313,year_based
1714,1313,year_based
1715,1313,year_based
1716,1313,year_based
1717,1313,year_based
1718,1313,year_based
1719,1313,year_based
1720,1313,year_based
1721,1313,year_based
1722,1313,year_based
1723,1313,year_based
1724,1313,year_based
1725,1313,year_based
1726,1313,year_based
1727,1313,year_based
1728,1313,year_based
1729,1317,year_based
1730,1317,year_based
1731,1317,year_based
1732,1317,year_based
1733,1317,year_based
1734,1317,year_based
1735,1317,year_based
1736,1317,year_based
1737,1319,year_based
1738,1319,year_based
1739,1319,year_based
1740,1319,year_based
1741,1319,year_based
1742,1319,year_based
1743,1319,year_based
1744,1319,year_based
1745,1321,year_based
1746,1321,year_based
1747,1321,year_based
1748,1321,year_based
1749,1321,year_based
1750,1321,year_based
1751,1321,year_based
1752,1321,year_based
1753,1323,year_based
1754,1323,year_based
1755,1323,year_based
1756,1323,year_based
1757,1323,year_based
1758,1323,year_based
1759,1323,year_based
1760,1323,year_based
1761,1325,year_based
1762,1325,year_based
1763,1325,year_based
1764,1325,year_based
1765,1325,year_based
1766,1325,year_based
1767,1325,year_based
1768,1325,year_based
1769,1327,year_based
1770,1327,year_based
1771,1327,year_based
1772,1327,year_based
1773,1327,year_based
1774,1327,year_based
1775,1327,year_based
1776,1327,year_based
1777,1329,year_based
1778,1329,year_based
1779,1329,year_based
1780,1329,year_based
1781,1329,year_based
1782,1329,year_based
1783,1329,year_based
1784,1329,year_based
1785,1329,year_based
1786,1329,year_based
1787,1329,year_based
1788,1329,year_based
1789,1329,year_based
1790,1329,year_based
1791,1329,year_based
1792,1333,year_based
1793,1333,year_based
1794,1333,year_based
1795,1333,year_based
1796,1333,year_based
1797,1333,year_based
1798,1333,year_based
1799,1333,year_based
1800,1333,year_based
1801,1333,year_based
1802,1333,year_based
1803,1333,year_based
1804,1333,year_based
1805,1333,year_based
1806,1333,year_based
1807,1337,year_based
1807,1486,year_based
1808,1337,year_based
1809,1337,year_based
1810,1337,year_based
1811,1337,year_based
1812,1337,year_based
1813,1337,year_based
1814,1339,year_based
1815,1339,year_based
1816,1339,year_based
1817,1339,year_based
1818,1339,year_based
1819,1339,year_based
1820,1339,year_based
1821,1341,year_based
1821,1341,year_based
1822,1341,year_based
1822,1341,year_based
1823,1341,year_based
1823,1341,year_based
1824,1341,year_based
1824,1341,year_based
1825,1341,year_based
1825,1341,year_based
1825,1341,year_based
1825,1341,year_based
1826,1341,year_based
1826,1341,year_based
1827,1341,year_based
1827,1341,year_based
1828,1341,year_based
1828,1341,year_based
1829,1341,year_based
1829,1341,year_based
1829,1341,year_based
1829,1341,year_based
1830,1341,year_based
1830,1341,year_based
1831,1341,year_based
1831,1341,year_based
1832,1341,year_based
1832,1341,year_based
1833,1239,year_based
1845,1239,year_based
1846,1239,year_based
1847,1239,year_based
1849,1239,year_based
1850,1239,year_based
1851,1239,year_based
1852,1351,year_based
1853,1351,year_based
1854,1351,year_based
1855,1351,year_based
1856,1351,year_based
1857,1351,year_based
1858,1351,year_based
1859,1247,year_based
1860,1247,year_based
1861,1247,year_based
1862,1247,year_based
1863,1247,year_based
1864,1251,year_based
1865,1251,year_based
1866,1253,year_based
1867,1253,year_based
1868,1253,year_based
1869,1253,year_based
1870,1259,year_based
1871,1259,year_based
1872,1259,year_based
1873,1259,year_based
1874,1259,year_based
1875,1259,year_based
1876,1261,year_based
1877,1261,year_based
1877,1275,year_based
1878,1261,year_based
1878,1261,year_based
1878,1261,year_based
1879,1261,year_based
1880,1261,year_based
1881,1261,year_based
1881,1261,year_based
1881,1261,year_based
1881,1261,year_based
1882,1263,year_based
1883,1263,year_based
1883,1614,year_based
1883,1614,year_based
1884,1263,year_based
1885,1263,year_based
1886,1263,year_based
1887,1263,year_based
1888,1263,year_based
1890,1263,year_based
1891,1263,year_based
1892,1263,year_based
1893,1267,year_based
1894,1267,year_based
1895,1267,year_based
1896,1386,year_based
1897,1387,year_based
1898,1271,year_based
1899,1271,year_based
1900,1271,year_based
1901,1271,year_based
1902,1271,year_based
1902,1271,year_based
1903,1271,year_based
1903,1271,year_based
1904,1271,year_based
1905,1271,year_based
1906,1271,year_based
1907,1271,year_based
1908,1271,year_based
1909,1271,year_based
1909,1281,year_based
1909,1304,year_based
1910,1275,year_based
1911,1275,year_based
1912,1275,year_based
1913,1279,year_based
1914,1281,year_based
1915,1281,year_based
1916,1403,year_based
1917,1403,year_based
1918,1403,year_based
1919,1283,year_based
1920,1285,year_based
1920,1309,year_based
1921,1407,year_based
1922,1407,year_based
1923,1407,year_based
1924,1409,year_based
1925,1288,year_based
1926,1288,year_based
1927,1288,year_based
1928,1412,year_based
1929,1412,year_based
1930,1294,year_based
1930,1294,year_based
1931,1294,year_based
1931,1417,year_based
1932,1294,year_based
1933,1417,year_based
1934,1417,year_based
1935,1417,year_based
1935,1417,year_based
1935,1431,year_based
1935,1431,year_based
1936,1417,year_based
1936,1480,year_based
1937,1296,year_based
1938,1296,year_based
1939,1296,year_based
1940,1296,year_based
1941,1296,year_based
1942,1296,year_based
1943,1296,year_based
1944,1296,year_based
1945,1296,year_based
1946,1296,year_based
1947,1296,year_based
1948,1296,year_based
1949,1296,year_based
1950,1296,year_based
1951,1431,year_based
1951,1431,year_based
1952,1432,year_based
1953,1313,year_based
1954,1313,year_based
1955,1313,year_based
1956,1313,year_based
1957,1313,year_based
1958,1313,year_based
1959,1313,year_based
1960,1313,year_based
1961,1313,year_based
1962,1313,year_based
1963,1313,year_based
1964,1313,year_based
1965,1317,year_based
1965,1317,year_based
1966,1319,year_based
1966,1327,year_based
1967,1319,year_based
1967,1540,year_based
1968,1445,year_based
1969,1445,year_based
1970,1321,year_based
1971,1323,year_based
1972,1450,year_based
1973,1329,year_based
1974,1329,year_based
1975,1329,year_based
1976,1329,year_based
1977,1329,year_based
1978,1329,year_based
1979,1329,year_based
1980,1329,year_based
1981,1329,year_based
1982,1329,year_based
1984,1329,year_based
1984,1514,year_based
1985,1458,year_based
1986,1333,year_based
1987,1333,year_based
1988,1333,year_based
1989,1462,year_based
1990,1462,year_based
1991,1337,year_based
1992,1337,year_based
1993,1337,year_based
1994,1337,year_based
1995,1337,year_based
1996,1337,year_based
1996,1663,year_based
1997,1337,year_based
1998,1337,year_based
1999,1337,year_based
2000,1337,year_based
2001,1337,year_based
2002,1337,year_based
2003,1337,year_based
2004,1474,year_based
2005,1474,year_based
2006,1474,year_based
2007,1474,year_based
2008,1474,year_based
2009,1474,year_based
2010,1474,year_based
2011,1474,year_based
2012,1476,year_based
2013,1476,year_based
2014,1476,year_based
2014,1476,year_based
2015,1476,year_based
2015,1476,year_based
2016,1476,year_based
2017,1476,year_based
2018,1476,year_based
2019,1476,year_based
2020,1478,year_based
2021,1478,year_based
2022,1478,year_based
2023,1478,year_based
2024,1478,year_based
2025,1478,year_based
2026,1478,year_based
2027,1478,year_based
2028,1480,year_based
2029,1480,year_based
2030,1480,year_based
2031,1480,year_based
2032,1480,year_based
2033,1480,year_based
2034,1480,year_based
2035,1482,year_based
2036,1482,year_based
2037,1482,year_based
2038,1482,year_based
2039,1482,year_based
2040,1482,year_based
2041,1482,year_based
2042,1482,year_based
2043,1482,year_based
2044,1482,year_based
2045,1482,year_based
2046,1482,year_based
2047,1482,year_based
2048,1482,year_based
2049,1482,year_based
2050,1486,year_based
2051,1486,year_based
2052,1486,year_based
2053,1486,year_based
2054,1486,year_based
2055,1486,year_based
2056,1486,year_based
2057,1486,year_based
2058,1486,year_based
2059,1486,year_based
2060,1486,year_based
2061,1486,year_based
2062,1486,year_based
2063,1486,year_based
2064,1486,year_based
2065,1490,year_based
2066,1490,year_based
2067,1490,year_based
2068,1490,year_based
2069,1490,year_based
2070,1490,year_based
2071,1490,year_based
2072,1490,year_based
2073,1490,year_based
2074,1490,year_based
2075,1490,year_based
2076,1490,year_based
2077,1490,year_based
2078,1490,year_based
2079,1490,year_based
2080,1490,year_based
2081,1494,year_based
2082,1494,year_based
2083,1494,year_based
2084,1494,year_based
2085,1494,year_based
2086,1494,year_based
2087,1494,year_based
2088,1494,year_based
2089,1494,year_based
2090,1494,year_based
2091,1494,year_based
2092,1494,year_based
2093,1494,year_based
2094,1494,year_based
2095,1494,year_based
2096,1494,year_based
2097,1498,year_based
2098,1498,year_based
2099,1498,year_based
2100,1498,year_based
2101,1498,year_based
2102,1498,year_based
2103,1498,year_based
2104,1498,year_based
2105,1498,year_based
2106,1498,year_based
2107,1498,year_based
2108,1498,year_based
2109,1498,year_based
2110,1498,year_based
2111,1498,year_based
2112,1498,year_based
2113,1502,year_based
2114,1502,year_based
2115,1502,year_based
2116,1502,year_based
2117,1502,year_based
2118,1502,year_based
2119,1502,year_based
2120,1502,year_based
2121,1504,year_based
2122,1504,year_based
2123,1504,year_based
2123,1504,year_based
2124,1504,year_based
2124,1504,year_based
2125,1504,year_based
2126,1504,year_based
2127,1504,year_based
2128,1504,year_based
2129,1506,year_based
2130,1506,year_based
2131,1506,year_based
2132,1506,year_based
2133,1506,year_based
2134,1506,year_based
2135,1506,year_based
2136,1506,year_based
2137,1508,year_based
2138,1508,year_based
2139,1508,year_based
2140,1508,year_based
2141,1508,year_based
2142,1508,year_based
2143,1508,year_based
2144,1508,year_based
2145,1510,year_based
2146,1510,year_based
2147,1510,year_based
2148,1510,year_based
2149,1510,year_based
2150,1510,year_based
2151,1510,year_based
2152,1512,year_based
2153,1512,year_based
2154,1512,year_based
2155,1512,year_based
2156,1512,year_based
2157,1512,year_based
2158,1512,year_based
2159,1512,year_based
2160,1514,year_based
2161,1514,year_based
2162,1514,year_based
2163,1514,year_based
2164,1514,year_based
2165,1514,year_based
2166,1514,year_based
2167,1514,year_based
2168,1514,year_based
2169,1514,year_based
2170,1514,year_based
2171,1514,year_based
2172,1514,year_based
2173,1514,year_based
2174,1514,year_based
2175,1514,year_based
2176,1518,year_based
2177,1518,year_based
2178,1518,year_based
2179,1518,year_based
2180,1518,year_based
2181,1518,year_based
2182,1518,year_based
2183,1518,year_based
2184,1520,year_based
2185,1520,year_based
2186,1520,year_based
2187,1520,year_based
2188,1520,year_based
2189,1520,year_based
2190,1520,year_based
2191,1520,year_based
2192,1522,year_based
2193,1522,year_based
2194,1522,year_based
2195,1522,year_based
2196,1522,year_based
2197,1522,year_based
2198,1522,year_based
2199,1522,year_based
2200,1522,year_based
2201,1522,year_based
2202,1522,year_based
2203,1522,year_based
2204,1522,year_based
2205,1522,year_based
2206,1522,year_based
2207,1522,year_based
2207,1532,year_based
2208,1526,year_based
2209,1526,year_based
2210,1526,year_based
2211,1526,year_based
2212,1526,year_based
2213,1526,year_based
2214,1526,year_based
2215,1526,year_based
2216,1526,year_based
2217,1526,year_based
2218,1526,year_based
2219,1526,year_based
2220,1526,year_based
2221,1526,year_based
2222,1526,year_based
2223,1530,year_based
2224,1530,year_based
2225,1530,year_based
2226,1530,year_based
2227,1530,year_based
2228,1530,year_based
2229,1530,year_based
2230,1530,year_based
2231,1532,year_based
2232,1532,year_based
2233,1532,year_based
2234,1532,year_based
2235,1532,year_based
2236,1532,year_based
2237,1532,year_based
2238,1532,year_based
2239,1532,year_based
2240,1532,year_based
2240,1560,year_based
2241,1532,year_based
2242,1532,year_based
2243,1532,year_based
2244,1532,year_based
2245,1532,year_based
2246,1532,year_based
2247,1532,year_based
2248,1532,year_based
2249,1532,year_based
2250,1532,year_based
2251,1532,year_based
2252,1532,year_based
2253,1538,year_based
2254,1538,year_based
2255,1538,year_based
2256,1538,year_based
2257,1538,year_based
2258,1538,year_based
2259,1538,year_based
2260,1538,year_based
2261,1540,year_based
2262,1540,year_based
2263,1540,year_based
2264,1540,year_based
2265,1540,year_based
2266,1540,year_based
2267,1540,year_based
2268,1540,year_based
2269,1540,year_based
2270,1540,year_based
2271,1540,year_based
2272,1540,year_based
2273,1540,year_based
2274,1540,year_based
2275,1540,year_based
2276,1540,year_based
2277,1540,year_based
2278,1540,year_based
2279,1540,year_based
2280,1540,year_based
2281,1540,year_based
2282,1540,year_based
2283,1540,year_based
2284,1540,year_based
2285,1546,year_based
2286,1546,year_based
2286,1546,year_based
2287,1546,year_based
2288,1546,year_based
2289,1546,year_based
2290,1546,year_based
2290,1546,year_based
2291,1546,year_based
2292,1550,year_based
2293,1550,year_based
2294,1550,year_based
2295,1550,year_based
2296,1550,year_based
2297,1550,year_based
2298,1550,year_based
2299,1550,year_based
2300,1552,year_based
2301,1552,year_based
2302,1552,year_based
2303,1552,year_based
2304,1552,year_based
2305,1552,year_based
2306,1552,year_based
2307,1552,year_based
2308,1552,year_based
2309,1552,year_based
2310,1552,year_based
2311,1552,year_based
2312,1552,year_based
2313,1552,year_based
2314,1552,year_based
2315,1552,year_based
2315,1552,year_based
2315,1552,year_based
2315,1552,year_based
2316,1560,year_based
2317,1560,year_based
2318,1560,year_based
2319,1562,year_based
2320,1562,year_based
2321,1562,year_based
2322,1562,year_based
2323,1562,year_based
2324,1562,year_based
2325,1562,year_based
2326,1562,year_based
2327,1474,year_based
2327,1474,year_based
2327,1579,year_based
2328,1474,year_based
2328,1474,year_based
2329,1474,year_based
2330,1476,year_based
2331,1476,year_based
2332,1478,year_based
2332,1486,year_based
2333,1478,year_based
2334,1480,year_based
2335,1575,year_based
2336,1575,year_based
2337,1575,year_based
2338,1482,year_based
2339,1482,year_based
2340,1486,year_based
2341,1486,year_based
2342,1486,year_based
2343,1486,year_based
2344,1486,year_based
2345,1486,year_based
2346,1486,year_based
2347,1486,year_based
2348,1486,year_based
2349,1486,year_based
2350,1486,year_based
2351,1589,year_based
2352,1490,year_based
2352,1594,year_based
2352,1546,year_based
2353,1592,year_based
2354,1592,year_based
2355,1494,year_based
2356,1498,year_based
2357,1502,year_based
2358,1502,year_based
2359,1502,year_based
2360,1504,year_based
2361,1609,year_based
2362,1609,year_based
2363,1506,year_based
2364,1508,year_based
2365,1508,year_based
2366,1614,year_based
2367,1614,year_based
2367,1614,year_based
2368,1510,year_based
2369,1510,year_based
2370,1510,year_based
2371,1512,year_based
2372,1512,year_based
2373,1514,year_based
2374,1514,year_based
2375,1514,year_based
2376,1514,year_based
2377,1514,year_based
2378,1514,year_based
2378,1532,year_based
2379,1514,year_based
2380,1514,year_based
2381,1514,year_based
2382,1514,year_based
2383,1514,year_based
2384,1514,year_based
2385,1518,year_based
2386,1520,year_based
2387,1520,year_based
2388,1633,year_based
2389,1633,year_based
2390,1635,year_based
2391,1522,year_based
2392,1522,year_based
2393,1526,year_based
2394,1526,year_based
2395,1526,year_based
2396,1526,year_based
2397,1526,year_based
2398,1526,year_based
2399,1526,year_based
2399,1540,year_based
2400,1526,year_based
2401,1526,year_based
2402,1526,year_based
2403,1526,year_based
2404,1526,year_based
2405,1526,year_based
2406,1526,year_based
2407,1526,year_based
2408,1526,year_based
2409,1526,year_based
2410,1530,year_based
2411,1532,year_based
2412,1532,year_based
2412,1532,year_based
2413,1532,year_based
2413,1532,year_based
2414,1532,year_based
2415,1532,year_based
2416,1532,year_based
2417,1532,year_based
2418,1532,year_based
2419,1532,year_based
2420,1532,year_based
2421,1532,year_based
2422,1532,year_based
2423,1532,year_based
2424,1532,year_based
2425,1532,year_based
2426,1540,year_based
2427,1663,year_based
2428,1546,year_based
2429,1550,year_based
2430,1550,year_based
2431,1550,year_based
2432,1675,year_based
2433,1675,year_based
2434,1552,year_based
2435,1552,year_based
2436,1552,year_based
2437,1552,year_based
2438,1552,year_based
2439,1682,year_based
2440,1682,year_based
2441,1682,year_based
2442,1682,year_based
2443,1560,year_based
2444,1560,year_based
2445,1560,year_based
2445,1560,year_based
2446,1560,year_based
2446,1560,year_based
